Car Make,Model,Mileage,Configuration,Year of Make,Primary Damage,Secondary Damage,Website Post Date,Sell Date,Estimated Price (USD),Options,Engine Type,Horsepower
Mercedes-Benz,GLA,49387,Automatic,2013,,,2023-08-16 16:34:10.662332,,10000.0,Full,2.0L I4 Turbo,221
Toyota,Tacoma,146738,Automatic,2000,,,2022-10-22 16:34:10.662343,,10000.0,Advanced,2.7L I4,159
Audi,A6,131548,Automatic,2005,,,2024-01-16 16:34:10.662353,,16816.38,Luxe,3.0L V6 Turbo,335
Toyota,Corolla,80192,Automatic,2000,,,2023-09-19 16:34:10.662365,2023-10-15 16:34:10.662365,10000.0,Base,1.8L I4,139
Mercedes-Benz,C-Class,150616,Automatic,2009,,,2024-06-10 16:34:10.662377,2024-08-05 16:34:10.662377,10000.0,Full,2.0L I4 Turbo,255
Toyota,Camry,161623,Automatic,1991,Front,,2024-07-29 16:34:10.662389,,10000.0,Base,3.5L V6,301
Mercedes-Benz,C-Class,64265,Automatic,2000,,,2022-05-05 16:34:10.662400,2022-05-06 16:34:10.662400,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,52395,Automatic,2019,,,2022-06-26 16:34:10.662412,,10000.0,Base,2.5L I4,203
Mercedes-Benz,E-Class,88796,Automatic,2019,,,2022-04-05 16:34:10.662423,,15535.94,Advanced,3.0L I6 Turbo,362
Mercedes-Benz,S-Class,188652,Automatic,1977,,,2024-01-19 16:34:10.662434,,11448.94,Advanced,3.0L I6 Turbo,429
Mercedes-Benz,GLC,150483,Automatic,2019,,,2023-03-15 16:34:10.662446,,10807.88,Full,2.0L I4 Turbo,255
Toyota,Corolla,16543,Automatic,1985,Front,,2022-02-17 16:34:10.662457,2022-03-20 16:34:10.662457,10000.0,Full,2.0L I4,169
Audi,A4,151423,Automatic,2020,Rear,,2022-09-11 16:34:10.662470,,23736.21,Advanced,2.0L I4 Turbo,261
Toyota,Camry,182416,Automatic,2017,Side,,2023-01-10 16:34:10.662482,,10000.0,Luxe,3.5L V6,301
Mercedes-Benz,S-Class,179355,Manual,2011,,,2024-09-15 16:34:10.662492,2024-10-25 16:34:10.662492,10964.76,Base,3.0L I6 Turbo,429
Audi,A8,52930,Automatic,1999,,,2023-03-17 16:34:10.662505,2023-05-15 16:34:10.662505,30777.48,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,GLC,142430,Automatic,2015,,,2024-09-16 16:34:10.662517,2024-09-29 16:34:10.662517,10000.0,Base,2.0L I4 Turbo,255
Toyota,Highlander,120959,Automatic,2017,Rear,,2023-04-02 16:34:10.662529,,10000.0,Luxe,3.5L V6,295
Audi,Q7,140878,Automatic,2013,Roof,,2024-09-03 16:34:10.662540,,15000.0,Base,2.0L I4 Turbo,248
Toyota,Highlander,74581,Manual,2008,,,2024-10-12 16:34:10.662550,2024-10-29 16:34:10.662550,10000.0,Advanced,2.5L I4 Hybrid,243
Audi,A4,69312,Automatic,1996,,,2024-02-05 16:34:10.662563,,15000.0,Luxe,2.0L I4 Turbo,261
Audi,A4,175071,Automatic,2023,Rear,,2022-12-07 16:34:10.662576,2023-02-03 16:34:10.662576,59372.549999999996,Full,2.0L I4 Turbo,261
Audi,A8,76125,Automatic,2010,,,2022-11-02 16:34:10.662589,,29655.42,Luxe,4.0L V8,563
Mercedes-Benz,C-Class,27604,Automatic,2012,,,2023-08-13 16:34:10.662600,2023-09-24 16:34:10.662600,10000.0,Full,2.0L I4 Turbo,255
Toyota,Corolla,75098,Automatic,1991,Rear,,2023-07-25 16:34:10.662612,,10000.0,Full,1.8L I4,139
Mercedes-Benz,GLC,159695,Automatic,2016,,,2023-05-22 16:34:10.662622,2023-07-05 16:34:10.662622,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Camry,64688,Automatic,1988,,,2022-03-20 16:34:10.662634,2022-04-18 16:34:10.662634,10000.0,Base,3.5L V6,301
Mercedes-Benz,E-Class,149319,Automatic,1994,,,2022-03-23 16:34:10.662646,,10000.0,Base,3.0L I6 Turbo,362
Mercedes-Benz,E-Class,83438,Automatic,2005,Front,,2022-08-09 16:34:10.662656,,10000.0,Full,2.0L I4 Turbo,255
Audi,A6,198597,Automatic,2005,,,2023-05-02 16:34:10.662667,,15000.0,Full,3.0L V6 Turbo,335
Toyota,Camry,56808,Automatic,2012,,,2024-01-15 16:34:10.662677,2024-03-07 16:34:10.662677,10000.0,Advanced,3.5L V6,301
Audi,A4,160152,Automatic,1994,,,2023-07-18 16:34:10.662690,,15000.0,Luxe,2.0L I4 Turbo,261
Toyota,RAV4,129403,Automatic,2016,Roof,,2023-11-22 16:34:10.662700,2023-11-24 16:34:10.662700,10000.0,Full,2.5L I4,203
Toyota,Camry,113097,Manual,2016,Side,,2024-07-16 16:34:10.662714,2024-08-25 16:34:10.662714,10000.0,Advanced,3.5L V6,301
Audi,A4,32788,Automatic,2010,,,2022-03-08 16:34:10.662727,,15000.0,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,GLC,90979,Automatic,2020,,,2023-11-23 16:34:10.662737,,26182.64,Advanced,2.0L I4 Turbo,255
Audi,Q5,45174,Manual,2013,Front,,2023-10-09 16:34:10.662749,2023-11-30 16:34:10.662749,15000.0,Full,3.0L V6,349
Mercedes-Benz,S-Class,62270,Automatic,1997,,,2024-11-05 16:34:10.662761,2024-12-14 16:34:10.662761,14491.58,Advanced,4.0L V8,496
Mercedes-Benz,E-Class,175043,Automatic,2011,,,2022-04-11 16:34:10.662773,,10000.0,Full,2.0L I4 Turbo,255
Audi,A6,157644,Automatic,2006,,,2023-01-06 16:34:10.662784,2023-02-07 16:34:10.662784,15000.0,Luxe,2.0L I4 Turbo,248
Mercedes-Benz,GLC,46308,Automatic,2018,Rear,,2024-07-13 16:34:10.662798,,10000.0,Luxe,2.0L I4 Turbo,255
Audi,Q7,32758,Automatic,2010,,,2024-02-04 16:34:10.662809,2024-02-23 16:34:10.662809,22412.82,Luxe,3.0L V6 Turbo,335
Audi,A6,189603,Automatic,2000,,,2023-09-20 16:34:10.662821,2023-09-30 16:34:10.662821,15000.0,Base,2.0L I4 Turbo,248
Toyota,Tacoma,110428,Automatic,2013,,,2022-08-12 16:34:10.662833,,10000.0,Luxe,2.7L I4,159
Toyota,Corolla,96297,Manual,2012,,,2022-11-05 16:34:10.662844,,10000.0,Luxe,1.8L I4,139
Audi,A6,158943,Automatic,2000,,,2023-05-24 16:34:10.662854,2023-06-17 16:34:10.662854,15000.0,Luxe,3.0L V6 Turbo,335
Mercedes-Benz,S-Class,131732,Automatic,1987,,,2022-09-09 16:34:10.662866,,14724.8,Full,4.0L V8,496
Mercedes-Benz,S-Class,57696,Automatic,2000,Roof,,2024-10-02 16:34:10.662877,,11651.6,Advanced,4.0L V8,496
Mercedes-Benz,S-Class,46943,Automatic,1998,Roof,,2023-10-02 16:34:10.662889,2023-11-09 16:34:10.662889,11530.36,Base,4.0L V8,496
Mercedes-Benz,C-Class,165115,Automatic,2021,Side,,2022-11-09 16:34:10.662904,2022-12-05 16:34:10.662904,23038.44,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,157651,Automatic,2005,,,2023-07-22 16:34:10.662917,2023-08-14 16:34:10.662917,10000.0,Luxe,2.5L I4,203
Audi,Q5,69479,Automatic,2021,Front,,2023-03-08 16:34:10.662931,2023-04-25 16:34:10.662931,51647.729999999996,Advanced,2.0L I4 Turbo,261
Audi,Q5,178294,Automatic,2019,Front,,2022-12-24 16:34:10.662945,2023-02-03 16:34:10.662945,15000.0,Advanced,2.0L I4 Turbo,261
Toyota,Corolla,162212,Automatic,1969,,,2023-01-24 16:34:10.662958,2023-02-21 16:34:10.662958,10000.0,Full,1.8L I4,139
Audi,A8,86696,Automatic,2023,,,2023-12-28 16:34:10.662970,,164805.84,Base,3.0L V6 Turbo,335
Mercedes-Benz,E-Class,43451,Automatic,2010,,,2023-03-04 16:34:10.662982,,10346.0,Base,3.0L I6 Turbo,362
Audi,Q5,192105,Automatic,2023,Front,Side,2024-05-16 16:34:10.662996,,74184.6,Full,3.0L V6,349
Mercedes-Benz,E-Class,65242,Automatic,2021,,,2024-06-10 16:34:10.663007,2024-06-15 16:34:10.663007,38720.4,Base,3.0L I6 Turbo,362
Audi,A6,138069,Automatic,2020,,,2022-05-14 16:34:10.663020,,39947.94,Advanced,3.0L V6 Turbo,335
Audi,A8,124772,Automatic,2018,Roof,,2023-11-24 16:34:10.663033,,20908.5,Luxe,4.0L V8,563
Toyota,Highlander,49798,Automatic,2016,,,2024-06-27 16:34:10.663045,2024-07-07 16:34:10.663045,10000.0,Advanced,2.5L I4 Hybrid,243
Audi,A6,171332,Automatic,2005,Rear,,2023-07-28 16:34:10.663059,2023-09-05 16:34:10.663059,15000.0,Base,3.0L V6 Turbo,335
Mercedes-Benz,C-Class,153688,Automatic,2019,,,2024-05-03 16:34:10.663090,,10702.36,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,160774,Automatic,1993,,,2022-02-20 16:34:10.663111,,10000.0,Luxe,2.0L I4 Turbo,255
Audi,A8,44896,Manual,2014,,,2023-03-22 16:34:10.663130,2023-03-28 16:34:10.663130,32910.149999999994,Luxe,4.0L V8,563
Audi,A6,11342,Automatic,1995,Front,,2022-08-10 16:34:10.663150,,15000.0,Advanced,3.0L V6 Turbo,335
Toyota,Tacoma,12654,Manual,2010,,,2023-11-23 16:34:10.663162,2023-12-26 16:34:10.663162,10000.0,Luxe,3.5L V6,278
Audi,A6,157783,Automatic,2004,,,2024-09-09 16:34:10.663173,2024-10-18 16:34:10.663173,15000.0,Luxe,3.0L V6 Turbo,335
Audi,Q7,126521,Automatic,2009,,,2023-03-03 16:34:10.663186,2023-03-13 16:34:10.663186,16612.800000000003,Full,3.0L V6 Turbo,335
Audi,Q5,59984,Automatic,2016,Side,,2023-01-12 16:34:10.663199,,15000.0,Luxe,2.0L I4 Turbo,261
Mercedes-Benz,S-Class,114065,Automatic,1995,Roof,,2022-09-21 16:34:10.663210,2022-10-03 16:34:10.663210,12176.1,Luxe,3.0L I6 Turbo,429
Audi,Q5,148282,Manual,2010,,,2024-04-09 16:34:10.663223,2024-05-31 16:34:10.663223,15000.0,Advanced,3.0L V6,349
Mercedes-Benz,E-Class,80926,Manual,2007,,,2022-10-12 16:34:10.663236,,10364.3,Advanced,3.0L I6 Turbo,362
Mercedes-Benz,GLA,126562,Automatic,2022,,,2024-11-08 16:34:10.663248,2025-01-05 16:34:10.663248,38604.02,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,C-Class,71686,Automatic,2010,,,2023-10-06 16:34:10.663261,2023-11-11 16:34:10.663261,10000.0,Full,2.0L I4 Turbo,255
Audi,Q5,158913,Automatic,2014,,,2023-11-12 16:34:10.663273,2023-12-26 16:34:10.663273,15000.0,Full,2.0L I4 Turbo,261
Audi,Q5,129415,Automatic,2016,,,2024-06-10 16:34:10.663285,,15000.0,Luxe,2.0L I4 Turbo,261
Mercedes-Benz,GLA,64284,Automatic,2020,,,2024-05-12 16:34:10.663295,,25726.72,Luxe,2.0L I4 Turbo,221
Toyota,Highlander,178509,Automatic,2000,Rear,Rear,2022-05-21 16:34:10.663309,,10000.0,Advanced,2.5L I4 Hybrid,243
Toyota,Highlander,36560,Automatic,2021,,,2023-12-23 16:34:10.663320,,41671.3,Luxe,2.5L I4 Hybrid,243
Audi,Q5,186908,Automatic,2015,Rear,,2023-06-21 16:34:10.663332,,15000.0,Luxe,2.0L I4 Turbo,261
Audi,Q7,137212,Automatic,2012,,,2024-10-01 16:34:10.663343,,17059.89,Full,3.0L V6 Turbo,335
Audi,Q5,69338,Automatic,2008,,,2024-02-06 16:34:10.663354,2024-02-09 16:34:10.663354,15376.949999999999,Full,3.0L V6,349
Audi,A8,83647,Automatic,2015,Roof,,2023-06-21 16:34:10.663369,,20806.77,Advanced,4.0L V8,563
Mercedes-Benz,GLC,33250,Automatic,2023,,,2024-10-17 16:34:10.663381,,75413.86,Advanced,2.0L I4 Turbo,255
Mercedes-Benz,GLC,41989,Automatic,2015,,,2023-06-07 16:34:10.663392,,10121.04,Advanced,2.0L I4 Turbo,255
Audi,Q7,18706,Manual,2010,,,2024-04-14 16:34:10.663404,,22967.37,Luxe,3.0L V6 Turbo,335
Toyota,Corolla,112571,Automatic,2023,,,2022-10-09 16:34:10.663415,,28607.88,Full,1.8L I4,139
Audi,A6,85076,Automatic,2019,Rear,,2022-12-14 16:34:10.663427,2022-12-29 16:34:10.663427,17541.300000000003,Base,3.0L V6 Turbo,335
Mercedes-Benz,GLC,195810,Automatic,2023,,,2023-02-13 16:34:10.663439,2023-03-27 16:34:10.663439,58999.98,Full,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,84147,Automatic,2005,,,2023-05-27 16:34:10.663453,2023-05-30 16:34:10.663453,10000.0,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,195463,Automatic,1994,Rear,,2023-08-31 16:34:10.663465,2023-10-13 16:34:10.663465,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Tacoma,85368,Automatic,1997,Roof,Rear,2022-08-07 16:34:10.663480,,10000.0,Base,2.7L I4,159
Audi,Q7,170215,Automatic,2022,,,2022-12-21 16:34:10.663490,,101350.65000000001,Luxe,2.0L I4 Turbo,248
Mercedes-Benz,S-Class,11567,Automatic,1993,,,2022-03-12 16:34:10.663502,,17175.42,Full,4.0L V8,496
Audi,Q7,173984,Automatic,2019,,,2022-09-26 16:34:10.663513,2022-11-04 16:34:10.663513,24851.52,Luxe,3.0L V6 Turbo,335
Toyota,Highlander,25525,Automatic,2008,,,2023-02-21 16:34:10.663526,2023-03-28 16:34:10.663526,10000.0,Luxe,2.5L I4 Hybrid,243
Mercedes-Benz,S-Class,144788,Automatic,2018,,,2023-08-28 16:34:10.663538,2023-10-05 16:34:10.663538,11656.16,Base,4.0L V8,496
Toyota,RAV4,20981,Automatic,2021,,,2024-04-19 16:34:10.663550,,31451.56,Luxe,2.5L I4,203
Mercedes-Benz,GLA,114655,Automatic,2019,,,2024-08-13 16:34:10.663562,,10000.0,Full,2.0L I4 Turbo,221
Toyota,RAV4,69340,Automatic,2018,,,2024-07-21 16:34:10.663573,2024-07-25 16:34:10.663573,10000.0,Luxe,2.5L I4,203
Audi,A4,105659,Automatic,1994,,,2024-02-21 16:34:10.663584,2024-03-20 16:34:10.663584,15000.0,Advanced,2.0L I4 Turbo,261
Audi,A6,21564,Automatic,1998,,,2024-11-04 16:34:10.663596,2024-11-07 16:34:10.663596,18567.989999999998,Full,2.0L I4 Turbo,248
Mercedes-Benz,GLA,170206,Automatic,2019,Rear,,2024-02-06 16:34:10.663608,,10000.0,Advanced,2.0L I4 Turbo,221
Mercedes-Benz,GLC,109707,Automatic,2023,Roof,,2022-12-05 16:34:10.663619,,50328.32,Full,2.0L I4 Turbo,255
Toyota,RAV4,127594,Automatic,1998,Roof,Rear,2022-02-13 16:34:10.663633,,10000.0,Full,2.5L I4,203
Mercedes-Benz,S-Class,182015,Automatic,1981,,,2024-02-03 16:34:10.663644,2024-03-17 16:34:10.663644,10322.12,Base,3.0L I6 Turbo,429
Audi,A6,175846,Automatic,2000,Front,,2024-04-03 16:34:10.663657,,15000.0,Luxe,3.0L V6 Turbo,335
Toyota,Camry,93521,Automatic,1989,Rear,,2024-04-17 16:34:10.663670,2024-05-09 16:34:10.663670,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,E-Class,112891,Automatic,2018,,,2023-12-08 16:34:10.663682,,10171.36,Luxe,3.0L I6 Turbo,362
Mercedes-Benz,GLC,199596,Automatic,2023,,,2023-09-23 16:34:10.663694,2023-10-04 16:34:10.663694,48898.7,Base,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,136753,Automatic,2018,,,2023-10-09 16:34:10.663708,,10000.0,Full,2.0L I4 Turbo,255
Toyota,Corolla,129089,Automatic,1972,Rear,,2023-05-09 16:34:10.663719,,10000.0,Full,2.0L I4,169
Audi,Q5,76633,Automatic,2018,,,2022-03-18 16:34:10.663730,2022-03-25 16:34:10.663730,15000.0,Advanced,2.0L I4 Turbo,261
Audi,A6,141138,Automatic,2015,Rear,,2023-10-04 16:34:10.663741,,15000.0,Luxe,2.0L I4 Turbo,248
Toyota,Highlander,178529,Automatic,2005,,,2023-03-30 16:34:10.663752,2023-04-16 16:34:10.663752,10000.0,Base,3.5L V6,295
Mercedes-Benz,C-Class,80971,Automatic,2008,,,2023-04-10 16:34:10.663764,,10000.0,Advanced,2.0L I4 Turbo,255
Toyota,Corolla,50689,Automatic,2006,Front,,2022-12-07 16:34:10.663774,,10000.0,Full,2.0L I4,169
Toyota,Camry,131597,Automatic,2007,Roof,Roof,2023-08-18 16:34:10.663787,,10000.0,Advanced,2.5L I4,203
Mercedes-Benz,E-Class,68399,Automatic,2022,,,2023-03-02 16:34:10.663798,,57612.36,Advanced,2.0L I4 Turbo,255
Toyota,RAV4,14009,Automatic,2009,Side,,2022-04-16 16:34:10.663809,2022-05-29 16:34:10.663809,10000.0,Advanced,2.5L I4,203
Toyota,Corolla,150009,Automatic,1994,Front,,2022-07-03 16:34:10.663821,2022-08-12 16:34:10.663821,10000.0,Advanced,2.0L I4,169
Audi,A4,26953,Automatic,2023,,,2022-06-19 16:34:10.663833,,89728.11,Base,2.0L I4 Turbo,261
Mercedes-Benz,GLA,163070,Automatic,2015,,,2023-10-28 16:34:10.663845,2023-11-16 16:34:10.663845,10000.0,Luxe,2.0L I4 Turbo,221
Mercedes-Benz,GLA,55863,Automatic,2021,Front,,2023-03-09 16:34:10.663859,,24972.22,Advanced,2.0L I4 Turbo,221
Audi,A4,127548,Automatic,2016,,,2024-06-04 16:34:10.663871,2024-07-27 16:34:10.663871,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,S-Class,158164,Automatic,2015,,,2023-05-08 16:34:10.663884,,10512.7,Base,3.0L I6 Turbo,429
Audi,Q7,43098,Automatic,2009,,,2023-01-31 16:34:10.663898,,24147.96,Luxe,2.0L I4 Turbo,248
Mercedes-Benz,E-Class,38195,Automatic,2006,,,2024-05-12 16:34:10.663909,2024-07-06 16:34:10.663909,12571.24,Luxe,2.0L I4 Turbo,255
Toyota,Tacoma,151590,Automatic,2021,,,2024-04-08 16:34:10.663923,,22517.56,Advanced,2.7L I4,159
Mercedes-Benz,C-Class,122995,Automatic,2013,,,2024-04-18 16:34:10.663934,2024-04-27 16:34:10.663934,10000.0,Base,2.0L I4 Turbo,255
Audi,A4,155582,Automatic,2021,,,2023-03-12 16:34:10.663946,,46229.22,Full,2.0L I4 Turbo,261
Audi,Q7,189401,Automatic,2014,,,2022-06-15 16:34:10.663957,,15000.0,Base,3.0L V6 Turbo,335
Toyota,Corolla,182781,Automatic,1981,,,2023-12-23 16:34:10.663968,2024-01-30 16:34:10.663968,10000.0,Base,1.8L I4,139
Mercedes-Benz,GLC,182705,Manual,2015,,,2024-05-17 16:34:10.663980,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,A8,123884,Automatic,2012,,,2024-07-28 16:34:10.663991,,20145.93,Base,4.0L V8,563
Audi,Q7,41540,Automatic,2016,,,2023-11-30 16:34:10.664002,2023-12-09 16:34:10.664002,20490.54,Advanced,3.0L V6 Turbo,335
Toyota,RAV4,144183,Automatic,2014,,,2024-03-24 16:34:10.664015,2024-04-06 16:34:10.664015,10000.0,Base,2.5L I4,203
Mercedes-Benz,E-Class,106907,Automatic,2013,,,2023-05-08 16:34:10.664027,,10000.0,Base,3.0L I6 Turbo,362
Toyota,Corolla,18353,Automatic,2001,,,2024-04-27 16:34:10.664038,2024-05-27 16:34:10.664038,10000.0,Luxe,1.8L I4,139
Toyota,Corolla,42432,Automatic,1983,,,2024-10-27 16:34:10.664050,2024-12-06 16:34:10.664050,10000.0,Luxe,2.0L I4,169
Toyota,RAV4,166323,Automatic,2001,,,2023-07-28 16:34:10.664062,2023-08-05 16:34:10.664062,10000.0,Base,2.5L I4,203
Audi,A8,159001,Automatic,2011,Rear,,2023-02-04 16:34:10.664075,2023-04-05 16:34:10.664075,15614.43,Advanced,4.0L V8,563
Mercedes-Benz,GLC,106384,Automatic,2022,,,2022-03-08 16:34:10.664087,,50532.04,Full,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,106619,Manual,1998,,,2024-08-30 16:34:10.664099,2024-08-31 16:34:10.664099,10000.0,Base,3.0L I6 Turbo,362
Toyota,Camry,166922,Automatic,2001,,,2023-08-04 16:34:10.664111,,10000.0,Luxe,3.5L V6,301
Audi,Q7,122643,Automatic,2017,,,2024-06-22 16:34:10.664122,,15000.0,Base,2.0L I4 Turbo,248
Toyota,RAV4,88443,Automatic,2013,,,2024-09-21 16:34:10.664132,2024-10-31 16:34:10.664132,10000.0,Full,2.5L I4,203
Mercedes-Benz,C-Class,67822,Automatic,2015,,,2023-09-21 16:34:10.664144,,10000.0,Advanced,2.0L I4 Turbo,255
Audi,Q7,55247,Automatic,2011,Rear,,2023-07-11 16:34:10.664157,,15000.0,Base,2.0L I4 Turbo,248
Toyota,RAV4,121748,Automatic,2009,Front,,2023-01-22 16:34:10.664167,,10000.0,Base,2.5L I4,203
Audi,A8,85220,Automatic,1996,,,2023-02-09 16:34:10.664178,,22874.04,Base,3.0L V6 Turbo,335
Toyota,Camry,17288,Automatic,2022,Front,,2024-01-13 16:34:10.664189,2024-02-16 16:34:10.664189,28248.72,Full,2.5L I4,203
Toyota,Tacoma,134562,Automatic,2023,Front,,2024-03-27 16:34:10.664203,,31919.12,Base,2.7L I4,159
Audi,A4,116938,Automatic,2022,Side,,2023-09-16 16:34:10.664218,,64317.299999999996,Luxe,2.0L I4 Turbo,261
Audi,A8,154981,Automatic,1994,,,2024-09-13 16:34:10.664229,,18680.010000000002,Advanced,4.0L V8,563
Audi,A4,38339,Automatic,1999,,,2022-07-09 16:34:10.664240,,15000.0,Base,2.0L I4 Turbo,261
Mercedes-Benz,E-Class,88465,Automatic,1996,Front,,2023-07-21 16:34:10.664253,,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,E-Class,27011,Automatic,2005,Side,,2024-09-23 16:34:10.664264,2024-11-11 16:34:10.664264,10000.0,Full,2.0L I4 Turbo,255
Toyota,Highlander,190139,Automatic,2011,,,2022-09-15 16:34:10.664276,,10000.0,Full,3.5L V6,295
Toyota,Camry,56945,Automatic,2009,,,2023-05-22 16:34:10.664286,,10000.0,Full,2.5L I4,203
Audi,A6,154711,Automatic,1998,Front,,2022-11-14 16:34:10.664297,,15000.0,Base,3.0L V6 Turbo,335
Mercedes-Benz,S-Class,134159,Automatic,2004,,,2023-03-21 16:34:10.664307,2023-05-17 16:34:10.664307,11830.68,Base,4.0L V8,496
Toyota,Corolla,198131,Automatic,1968,,,2022-04-30 16:34:10.664320,2022-05-26 16:34:10.664320,10000.0,Base,2.0L I4,169
Toyota,Highlander,116290,Automatic,2008,,,2023-02-11 16:34:10.664332,2023-02-16 16:34:10.664332,10000.0,Advanced,3.5L V6,295
Toyota,Corolla,26695,Automatic,2023,,,2023-07-16 16:34:10.664344,,28831.7,Base,1.8L I4,139
Toyota,Tacoma,147848,Automatic,2000,Front,,2022-05-09 16:34:10.664355,,10000.0,Advanced,3.5L V6,278
Mercedes-Benz,C-Class,92861,Automatic,1993,,,2022-07-02 16:34:10.664366,,10000.0,Base,2.0L I4 Turbo,255
Audi,Q5,68987,Automatic,2012,,,2024-06-25 16:34:10.664376,,15000.0,Advanced,3.0L V6,349
Mercedes-Benz,S-Class,56818,Automatic,2014,,,2022-12-19 16:34:10.664387,2023-01-13 16:34:10.664387,12991.18,Base,3.0L I6 Turbo,429
Mercedes-Benz,E-Class,73911,Automatic,2017,,,2023-10-20 16:34:10.664403,2023-11-25 16:34:10.664403,11311.8,Full,3.0L I6 Turbo,362
Toyota,Corolla,190695,Automatic,2009,Roof,,2024-07-17 16:34:10.664416,2024-08-28 16:34:10.664416,10000.0,Base,1.8L I4,139
Mercedes-Benz,C-Class,57416,Automatic,2002,Rear,,2024-04-24 16:34:10.664430,2024-06-03 16:34:10.664430,10000.0,Base,2.0L I4 Turbo,255
Toyota,RAV4,183131,Automatic,2003,,,2023-02-02 16:34:10.664442,,10000.0,Full,2.5L I4,203
Mercedes-Benz,GLC,136443,Automatic,2022,Roof,,2023-03-02 16:34:10.664453,,33263.38,Base,2.0L I4 Turbo,255
Audi,A6,197301,Automatic,2018,Front,,2024-06-08 16:34:10.664464,2024-06-19 16:34:10.664464,15000.0,Base,3.0L V6 Turbo,335
Audi,Q7,55134,Automatic,2008,,,2023-10-04 16:34:10.664477,2023-11-10 16:34:10.664477,17644.35,Advanced,2.0L I4 Turbo,248
Mercedes-Benz,C-Class,107108,Automatic,2015,,,2022-10-06 16:34:10.664489,,10000.0,Full,2.0L I4 Turbo,255
Toyota,Tacoma,191533,Automatic,2011,,,2023-08-14 16:34:10.664500,,10000.0,Full,3.5L V6,278
Audi,Q5,152984,Automatic,2021,,,2024-09-29 16:34:10.664510,2024-10-25 16:34:10.664510,56831.61,Luxe,2.0L I4 Turbo,261
Audi,A4,122868,Automatic,1994,Side,,2022-11-08 16:34:10.664523,2022-12-25 16:34:10.664523,15000.0,Full,2.0L I4 Turbo,261
Mercedes-Benz,C-Class,136856,Automatic,2003,Front,,2022-07-26 16:34:10.664535,2022-09-10 16:34:10.664535,10000.0,Luxe,2.0L I4 Turbo,255
Audi,A4,162262,Automatic,2018,Side,,2024-04-16 16:34:10.664547,2024-06-14 16:34:10.664547,15000.0,Full,2.0L I4 Turbo,261
Audi,A8,137044,Automatic,2002,,,2024-10-15 16:34:10.664559,2024-11-25 16:34:10.664559,21043.44,Base,3.0L V6 Turbo,335
Mercedes-Benz,GLC,55218,Automatic,2018,,,2024-02-12 16:34:10.664572,2024-03-04 16:34:10.664572,10000.0,Base,2.0L I4 Turbo,255
Mercedes-Benz,S-Class,162477,Automatic,1989,,,2022-11-18 16:34:10.664585,,13675.18,Luxe,4.0L V8,496
Mercedes-Benz,C-Class,119485,Automatic,2011,,,2023-02-08 16:34:10.664596,2023-02-12 16:34:10.664596,10000.0,Luxe,2.0L I4 Turbo,255
Audi,Q5,85837,Automatic,2018,,,2024-08-17 16:34:10.664609,2024-09-20 16:34:10.664609,15000.0,Base,3.0L V6,349
Audi,A4,139584,Automatic,2001,,,2023-04-25 16:34:10.664620,2023-06-06 16:34:10.664620,15000.0,Advanced,2.0L I4 Turbo,261
Mercedes-Benz,GLA,58994,Automatic,2017,,,2022-10-10 16:34:10.664632,2022-10-26 16:34:10.664632,10000.0,Full,2.0L I4 Turbo,221
Mercedes-Benz,GLC,24165,Automatic,2020,Rear,,2022-09-20 16:34:10.664647,2022-10-07 16:34:10.664647,27082.14,Luxe,2.0L I4 Turbo,255
Mercedes-Benz,C-Class,105811,Automatic,2012,,,2024-09-04 16:34:10.664660,,10000.0,Luxe,2.0L I4 Turbo,255
Toyota,Tacoma,151671,Automatic,1995,,,2022-06-13 16:34:10.664670,2022-07-02 16:34:10.664670,10000.0,Base,3.5L V6,278
Audi,Q5,50882,Automatic,2021,,,2022-07-16 16:34:10.664682,,67393.14,Full,2.0L I4 Turbo,261
Toyota,Tacoma,90291,Automatic,2017,,,2024-07-02 16:34:10.664694,,10000.0,Full,2.7L I4,159
Mercedes-Benz,GLA,147779,Automatic,2020,,,2024-02-06 16:34:10.664705,2024-03-30 16:34:10.664705,18075.58,Base,2.0L I4 Turbo,221
Audi,A8,49065,Automatic,1994,Front,,2022-09-04 16:34:10.664719,,22135.260000000002,Advanced,4.0L V8,563
Toyota,RAV4,84018,Automatic,2003,Front,,2023-07-13 16:34:10.664731,,10000.0,Luxe,2.5L I4,203
